#chrom,start,end,region,0X,1X,10X,30X,100X,500X,1000X,5000X,10000X,mixture,batch,1X_ratio,10X_ratio,30X_ratio,100X_ratio,500X_ratio,1000X_ratio,5000X_ratio,10000X_ratio
MN908947.3,1,29903,whole genome,29902,27921,27839,27839,27784,25961,24972,17831,12329,a-2,illumina_ss: pwrb,0.9337502508193432,0.9310079593338239,0.9310079593338239,0.9291686174837803,0.868202795799612,0.8351280850779212,0.5963146277840947,0.4123135576215638
MN908947.3,1,29903,whole genome,29902,27026,25812,25298,23153,18522,15193,5069,1324,g-2,illumina_ss: pwrb,0.9038191425322721,0.8632198515149488,0.8460303658618152,0.7742960337101197,0.6194234499364591,0.5080931041401913,0.16952043341582504,0.044277974717410205
MN908947.3,1,29903,whole genome,29902,28318,28187,27453,26246,22458,20000,9945,4455,i-2,illumina_ss: pwrb,0.9470269547187479,0.9426459768577353,0.9180991238044278,0.8777339308407465,0.7510534412413885,0.6688515818339911,0.33258644906695206,0.1489866898535215
MN908947.3,1,29903,whole genome,29902,28079,27477,27346,26264,24952,23163,15710,8372,d-2,illumina_ss: pwrb,0.9390341783158317,0.9189017457026286,0.914520767841616,0.878335897264397,0.8344592334960872,0.7746304595010367,0.5253829175306,0.27998127215570867
MN908947.3,1,29903,whole genome,29902,26904,26440,25482,24661,20381,17919,8346,3620,o1-2,illumina_ss: pwrb,0.8997391478830847,0.8842217911845361,0.852183800414688,0.8247274429804027,0.6815932044679286,0.5992575747441643,0.27911176509932445,0.12106213631195238
MN908947.3,1,29903,whole genome,29902,27391,27148,26472,24925,22035,20695,13818,8765,o2-3,illumina_ss: pwrb,0.9160256839007425,0.9078991371814594,0.8852919537154705,0.8335562838606113,0.7369072302855997,0.6920941743027222,0.4621095578891044,0.2931242057387466
MN908947.3,1,29903,whole genome,29902,29345,28890,28300,27007,24787,21952,15300,9416,o3-4,illumina_ss: pwrb,0.9813724834459233,0.9661561099592001,0.9464249882950974,0.9031837335295297,0.8289412079459568,0.7341314962209886,0.5116714601030031,0.31489532472744297
MN908947.3,1,29903,whole genome,29902,6405,6297,6285,6209,5707,5434,3125,1806,0adgio1o2o3o4o5,illumina_minimap2: wb,0.21419971908233562,0.21058792054043207,0.21018660959133167,0.20764497358036252,0.19085679887632934,0.18172697478429536,0.1045080596615611,0.06039729783960939
MN908947.3,1,29903,whole genome,29902,24248,23670,23272,22584,20689,19618,11538,7698,0adgio1,illumina_minimap2: wb,0.8109156578155308,0.7915858471005284,0.778275700622032,0.7552672062069427,0.6918935188281721,0.6560765166209618,0.38586047756002945,0.25744097384790315
MN908947.3,1,29903,whole genome,29902,9688,9202,8942,8834,7952,6602,3373,2548,o2o3o4o5,illumina_minimap2: wb,0.32399170624038526,0.3077386128018193,0.2990435422379774,0.29543174369607383,0.2659353889371948,0.22078790716340044,0.11280181927630259,0.08521169152565046
MN908947.3,1,29903,whole genome,29902,6876,6495,6208,6084,5407,3726,1888,1544,0agio1o2,illumina_minimap2: wb,0.22995117383452612,0.2172095512005886,0.2076115310012708,0.2034646511939001,0.18082402514881948,0.12460704969567253,0.06313958932512875,0.05163534211758411
MN908947.3,1,29903,whole genome,29902,9455,8955,8365,8329,8190,7907,4705,3583,0o5o3o4,illumina_minimap2: wb,0.31619958531201925,0.29947829576616947,0.27974717410206673,0.2785432412547656,0.27389472276101934,0.26443047287806837,0.1573473346264464,0.11982476088555949
MN908947.3,1,29903,whole genome,29902,28867,28708,28631,28614,28099,27429,22152,14594,adgio1o2o3,illumina_minimap2: wb,0.965386930640091,0.9600695605645108,0.9574944819744499,0.956925958129891,0.9397030298976657,0.917296501906227,0.7408200120393285,0.4880609992642633
MN908947.3,1,29903,whole genome,29902,28871,28824,28462,28300,27371,26672,18558,6377,agio3o4o5,illumina_minimap2: wb,0.9655207009564578,0.9639488997391479,0.9518426861079526,0.9464249882950974,0.9153568323189084,0.8919804695338105,0.6206273827837603,0.21326332686776805
MN908947.3,1,29903,whole genome,29902,28586,28280,27901,27860,27132,26133,18717,5833,o1o2o3o4o5,illumina_minimap2: wb,0.9559895659153234,0.9457561367132633,0.9330813992375092,0.9317102534947496,0.9073640559159922,0.8739549194033844,0.6259447528593405,0.19507056384188348
MN908947.3,1,29903,whole genome,29902,19494,18787,18492,17727,15794,13670,6961,4876,0,illumina_minimap2: wb,0.6519296368135911,0.6282857333957594,0.6184201725637081,0.5928365995585579,0.5281920941743027,0.4571600561835329,0.2327937930573206,0.16306601565112702
MN908947.3,1,29903,whole genome,29902,23757,22897,22331,21628,19172,17331,8277,4910,o1o2,illumina_minimap2: wb,0.7944953514815063,0.7657347334626446,0.7468062336967427,0.7232961005952779,0.6411611263460638,0.5795933382382449,0.2768042271419972,0.1642030633402448
MN908947.3,1,29903,whole genome,29902,12807,12290,12143,11521,10188,8891,5357,4033,o3,illumina_minimap2: wb,0.42829911042739616,0.4110092970369875,0.40609323791050767,0.38529195371547054,0.34071299578623504,0.29733797070430074,0.1791518961942345,0.13487392147682428
MN908947.3,1,29903,whole genome,29902,28179,27996,27826,27361,25973,25217,19300,10877,o5,illumina_minimap2: wb,0.9423784362250017,0.9362584442512206,0.9305732058056317,0.9150224065279914,0.8686041067487125,0.8433215169553876,0.6454417764698014,0.36375493278041604
MN908947.3,1,29903,whole genome,29902,8088,7112,6711,6396,5562,5170,3468,1929,o4,illumina_minimap2: wb,0.270483579693666,0.23784362250016722,0.2244331482843957,0.21389873587051034,0.1860076249080329,0.17289813390408668,0.11597886429001404,0.06451073506788843
MN908947.3,1,29903,whole genome,29902,28611,28461,28334,28321,27552,27153,20682,8197,0-2,illumina_minimap2: wb,0.9568256303926159,0.951809243528861,0.9475620359842151,0.947127282456023,0.9214099391345061,0.9080663500769179,0.6916594207745301,0.2741288208146612
MN908947.3,1,29903,whole genome,29902,24050,22580,22143,21604,19477,16809,7875,3556,a,illumina_minimap2: wb,0.8042940271553742,0.7551334358905759,0.7405190288275032,0.7224934786970771,0.6513611129690322,0.5621363119523778,0.263360310347134,0.11892181125008361
MN908947.3,1,29903,whole genome,29902,8643,8436,8050,7981,7069,6596,4077,1953,g,illumina_minimap2: wb,0.28904421108955924,0.2821215972175774,0.26921276168818137,0.2669052237308541,0.23640559159922414,0.22058725168885024,0.13634539495685907,0.06531335696608923
MN908947.3,1,29903,whole genome,29902,11845,10454,10106,9746,8844,7557,3729,2333,i,illumina_minimap2: wb,0.3961273493411812,0.3496087218246271,0.3379707043007157,0.3259313758277038,0.29576616948699086,0.2527255701959735,0.12470737743294763,0.07802153702093506
MN908947.3,1,29903,whole genome,29902,7094,6505,6441,6109,5384,4747,2754,1747,d,illumina_minimap2: wb,0.23724165607651662,0.21754397699150557,0.2154036519296368,0.20430071567119257,0.18005484582971037,0.15875192294829776,0.09210086281854056,0.05842418567319912
MN908947.3,1,29903,whole genome,29902,774,737,734,725,614,346,263,0,0-3,illumina_minimap2: wb,0.025884556216975455,0.02464718079058257,0.02454685305330747,0.024245869841482175,0.020533743562303523,0.011571132365728045,0.008795398301116981,0.0
MN908947.3,1,29903,whole genome,29902,28215,27797,27681,27638,26593,25883,19500,8597,o3-2,illumina_minimap2: wb,0.9435823690723029,0.9296033710119724,0.9257240318373353,0.9242860009363922,0.8893385057855662,0.8655942746304595,0.6521302922881412,0.287505852451341
MN908947.3,1,29903,whole genome,29902,12954,12060,11847,11431,9762,8531,4311,1620,o5-2,illumina_minimap2: wb,0.433215169553876,0.4033175038458966,0.3961942344993646,0.3822821215972176,0.326466457093171,0.28529864223128887,0.14417095846431677,0.05417697812855327
MN908947.3,1,29903,whole genome,29902,4976,4911,4875,4658,3662,3103,1576,1286,o5-3,illumina_minimap2: wb,0.16641027356029697,0.1642365059193365,0.1630325730720353,0.15577553340913652,0.12246672463380376,0.1037723229215437,0.052705504648518496,0.04300715671192562
MN908947.3,1,29903,whole genome,29902,28430,28035,27909,27615,26840,25791,20430,9267,o4-2,illumina_minimap2: wb,0.9507725235770182,0.937562704835797,0.9333489398702428,0.9235168216172831,0.897598822821216,0.8625175573540231,0.6832318908434218,0.30991238044277974
MN908947.3,1,29903,whole genome,29902,28257,27558,27550,26979,25415,24552,15821,4383,o4-3,illumina_minimap2: wb,0.9449869573941543,0.9216105946090563,0.9213430539763227,0.9022473413149622,0.8499431476155441,0.8210822018594074,0.5290950438097786,0.14657882415891912
MN908947.3,1,29903,whole genome,29902,22143,21586,20639,20162,17979,15569,7652,4074,o2-2,illumina_minimap2: wb,0.7405190288275032,0.7218915122734265,0.690221389873587,0.6742692796468464,0.6012641294896662,0.5206675138786703,0.255902615209685,0.136245067219584
MN908947.3,1,29903,whole genome,29902,28526,27888,27742,27580,27281,26766,23838,18908,o2o3o4o5-2,illumina_minimap2: wb,0.9539830111698214,0.9326466457093171,0.927764029161929,0.9223463313490736,0.9123470002006555,0.8951240719684302,0.7972042003879339,0.6323322854658552
MN908947.3,1,29903,whole genome,29902,13344,12356,11604,10760,9709,8761,4999,3329,o2o3o4o5-3,illumina_minimap2: wb,0.44625777539963885,0.4132165072570397,0.3880676877800816,0.35984215102668715,0.32469400040131097,0.2929904354223798,0.16717945287940605,0.11133034579626781
MN908947.3,1,29903,whole genome,29902,9207,8615,8290,7803,6533,6265,4295,2857,0adgio1-2,illumina_minimap2: wb,0.30790582569727776,0.28810781887499165,0.27723898067018926,0.2609524446525316,0.21848036920607317,0.20951775800949768,0.14363587719884957,0.09554544846498562
MN908947.3,1,29903,whole genome,29902,28878,28777,28705,28612,27734,26896,20206,8307,0aio1o2o3o4o5,illumina_minimap2: wb,0.9657547990100996,0.9623770985218381,0.9599692328272357,0.9568590729717076,0.9274964885291954,0.8994716072503511,0.6757407531268812,0.27780750451474817
MN908947.3,1,29903,whole genome,29902,5031,4885,4801,4749,4244,3813,1424,638,0-4,illumina_minimap2: wb,0.16824961541034045,0.1633669988629523,0.16055782221924955,0.15881880810648116,0.1419303056651729,0.12751655407665038,0.04762223262658016,0.021336365460504315
MN908947.3,1,29903,whole genome,29902,28504,28101,28065,27619,26543,25745,9380,1077,a-2,illumina_minimap2: wb,0.9532472744298041,0.9397699150558491,0.9385659822085479,0.92365059193365,0.8876663768309812,0.860979198715805,0.3136913918801418,0.03601765768176042
MN908947.3,1,29903,whole genome,29902,6699,6251,6150,5896,5562,5287,3105,2181,g-2,illumina_minimap2: wb,0.2240318373352953,0.2090495619022139,0.20567186141395224,0.19717744632466055,0.1860076249080329,0.17681091565781554,0.1038392080797271,0.07293826499899672
MN908947.3,1,29903,whole genome,29902,6393,6289,6217,5784,4631,4319,3115,1693,i-2,illumina_minimap2: wb,0.21379840813323522,0.21032037990769847,0.20791251421309612,0.1934318774663902,0.15487258377366062,0.14443849909705037,0.1041736338706441,0.05661828640224734
MN908947.3,1,29903,whole genome,29902,28735,28681,28637,27973,26906,26229,16987,5509,d-2,illumina_minimap2: wb,0.9609725101999866,0.9591666109290349,0.957695137449,0.9354892649321116,0.8998060330412682,0.8771654069961875,0.5680890910307003,0.18423516821617283
MN908947.3,1,29903,whole genome,29902,13352,11794,11185,11070,10125,8970,5516,3279,o1-2,illumina_minimap2: wb,0.44652531603237244,0.39442177780750454,0.37405524714065946,0.37020935054511406,0.33860611330345797,0.299979934452545,0.18446926626981472,0.10965821684168284
MN908947.3,1,29903,whole genome,29902,9513,8927,8295,7798,6663,6298,3671,2598,o2-3,illumina_minimap2: wb,0.31813925489933786,0.2985419035516019,0.2774061935656478,0.26078523175707313,0.2228279044879941,0.21062136311952379,0.12276770784562906,0.08688382048023544
MN908947.3,1,29903,whole genome,29902,27894,27294,27179,26961,25533,24540,17613,7424,o3-4,illumina_minimap2: wb,0.9328473011838673,0.9127817537288476,0.9089358571333022,0.9016453748913116,0.8538893719483647,0.820680890910307,0.5890241455421042,0.24827770717677747
MN908947.3,1,29903,whole genome,29902,28633,28077,27424,25217,16763,8125,0,0,0adgio1o2o3o4o5,illumina_minimap2: nwrb,0.9575613671326333,0.9389672931576483,0.9171292890107685,0.8433215169553876,0.5605979533141596,0.27172095512005884,0.0,0.0
MN908947.3,1,29903,whole genome,29902,28646,28109,27097,25324,18519,11779,961,0,0adgio1,illumina_minimap2: nwrb,0.9579961206608254,0.9400374556885827,0.9061935656477828,0.8468998729181995,0.619323122199184,0.393920139121129,0.032138318507123266,0.0
MN908947.3,1,29903,whole genome,29902,28136,27039,26030,23344,17588,11451,591,0,o2o3o4o5,illumina_minimap2: nwrb,0.9409404053240585,0.9042538960604641,0.8705103337569393,0.7806835663166344,0.5881880810648117,0.3829509731790516,0.019764564243194435,0.0
MN908947.3,1,29903,whole genome,29902,28665,27877,27412,26077,19887,13855,1302,0,0agio1o2,illumina_minimap2: nwrb,0.9586315296635677,0.9322787773393084,0.9167279780616682,0.8720821349742492,0.665072570396629,0.4633469333154973,0.04354223797739282,0.0
MN908947.3,1,29903,whole genome,29902,28624,27918,27385,25497,18251,11551,180,0,0o5o3o4,illumina_minimap2: nwrb,0.9572603839208079,0.9336499230820681,0.9158250284261922,0.8526854391010634,0.6103605110026086,0.3862952310882215,0.006019664236505919,0.0
MN908947.3,1,29903,whole genome,29902,28641,28614,28200,27405,23407,19031,1145,3,adgio1o2o3,illumina_minimap2: nwrb,0.9578289077653669,0.956925958129891,0.9430807303859273,0.9164938800080262,0.7827904487994114,0.6364457226941341,0.038291753059995985,0.00010032773727509866
MN908947.3,1,29903,whole genome,29902,28545,28310,28293,27789,25716,22638,2992,350,agio3o4o5,illumina_minimap2: nwrb,0.9546184201725637,0.9467594140860143,0.9461908902414554,0.9293358303792388,0.8600093639221457,0.7570731054778944,0.10006019664236505,0.011704902682094844
MN908947.3,1,29903,whole genome,29902,28032,27631,27364,26622,23606,19327,491,0,o1o2o3o4o5,illumina_minimap2: nwrb,0.9374623770985219,0.9240519028827503,0.9151227342652666,0.8903083405792255,0.7894455220386596,0.6463447261052773,0.01642030633402448,0.0
MN908947.3,1,29903,whole genome,29902,28464,28194,27610,26953,23110,17298,818,0,0,illumina_minimap2: nwrb,0.9519095712661361,0.9428800749113772,0.9233496087218246,0.901377834258578,0.7728580028091766,0.5784897331282188,0.027356029697010235,0.0
MN908947.3,1,29903,whole genome,29902,27358,26233,25578,24427,17370,10975,440,0,o1o2,illumina_minimap2: nwrb,0.9149220787907163,0.8772991773125544,0.8553942880074912,0.8169018794729449,0.5808975988228212,0.3670323055314026,0.014714734800347802,0.0
MN908947.3,1,29903,whole genome,29902,26930,25860,24911,23623,18145,11282,607,0,o3,illumina_minimap2: nwrb,0.900608654939469,0.8648250953113504,0.8330880877533275,0.7900140458832186,0.6068155976188884,0.37729917731255436,0.02029964550866163,0.0
MN908947.3,1,29903,whole genome,29902,27434,26427,26100,25059,22726,19467,1588,0,o5,illumina_minimap2: nwrb,0.9174637148016855,0.883787037656344,0.8728513142933583,0.8380375894588991,0.760016052437964,0.6510266871781152,0.05310681559761889,0.0
MN908947.3,1,29903,whole genome,29902,27073,26154,25392,24376,19650,14512,381,0,o4,illumina_minimap2: nwrb,0.905390943749582,0.87465721356431,0.849173968296435,0.8151963079392682,0.6571466791518962,0.4853187077787439,0.012741622633937529,0.0
MN908947.3,1,29903,whole genome,29902,28370,28328,28281,27918,25630,21070,473,0,0-2,illumina_minimap2: nwrb,0.9487659688315163,0.9473613805096649,0.9457895792923551,0.9336499230820681,0.8571333021202595,0.7046351414621096,0.015818339910373888,0.0
MN908947.3,1,29903,whole genome,29902,28051,27822,27442,26423,22873,17563,1596,0,a,illumina_minimap2: nwrb,0.9380977861012642,0.9304394354892649,0.9177312554344191,0.8836532673399773,0.7649321115644439,0.5873520165875192,0.053374356230352485,0.0
MN908947.3,1,29903,whole genome,29902,28056,27910,27195,25737,21986,17314,1821,0,g,illumina_minimap2: nwrb,0.9382649989967227,0.9333823824493345,0.9094709383987694,0.8607116580830714,0.7352685439101063,0.579024814393686,0.06089893652598488,0.0
MN908947.3,1,29903,whole genome,29902,27760,26975,26259,25080,19272,11685,406,0,i,illumina_minimap2: nwrb,0.9283659955855795,0.9021135709985955,0.8781686843689386,0.8387398836198248,0.6445053842552337,0.39077653668650925,0.013577687111230018,0.0
MN908947.3,1,29903,whole genome,29902,28193,27451,26930,25126,16352,8796,90,0,d,illumina_minimap2: nwrb,0.9428466323322855,0.9180322386462444,0.900608654939469,0.8402782422580429,0.546853053307471,0.29416092569058927,0.0030098321182529596,0.0
MN908947.3,1,29903,whole genome,29902,27971,27233,26374,24594,13785,5533,0,0,0-3,illumina_minimap2: nwrb,0.9354223797739282,0.9107417564042539,0.8820145809644839,0.8224867901812588,0.4610059527790783,0.18503779011437363,0.0,0.0
MN908947.3,1,29903,whole genome,29902,27936,27309,27010,25758,23332,19072,590,0,o3-2,illumina_minimap2: nwrb,0.9342518895057187,0.913283392415223,0.9032840612668049,0.8614139522439971,0.7802822553675339,0.6378168684368939,0.019731121664102735,0.0
MN908947.3,1,29903,whole genome,29902,26915,25578,24667,23085,18793,14179,2116,255,o5-2,illumina_minimap2: nwrb,0.9001070162530934,0.8553942880074912,0.8249280984549529,0.7720219383318841,0.6284863888703097,0.47418232894120793,0.07076449735803625,0.008527857668383385
MN908947.3,1,29903,whole genome,29902,26601,25518,24781,23003,17236,9980,237,0,o5-3,illumina_minimap2: nwrb,0.8896060464182998,0.8533877332619891,0.8287405524714065,0.7692796468463647,0.5764162932245335,0.33375693933516154,0.007925891244732794,0.0
MN908947.3,1,29903,whole genome,29902,27772,26815,26283,25076,23085,19356,612,0,o4-2,illumina_minimap2: nwrb,0.92876730653468,0.8967627583439235,0.8789713062671394,0.8386061133034579,0.7720219383318841,0.6473145608989366,0.020466858404120127,0.0
MN908947.3,1,29903,whole genome,29902,27653,27020,26583,25115,21722,16304,0,0,o4-3,illumina_minimap2: nwrb,0.9247876396227677,0.9036184870577219,0.8890040799946491,0.8399103738880342,0.7264397030298977,0.5452478095110695,0.0,0.0
MN908947.3,1,29903,whole genome,29902,27320,26737,25876,24596,20911,15598,684,0,o2-2,illumina_minimap2: nwrb,0.9136512607852317,0.8941542371747709,0.8653601765768176,0.8225536753394421,0.6993177713865293,0.5216373486723296,0.022874724098722495,0.0
MN908947.3,1,29903,whole genome,29902,27795,27032,26563,25491,22845,19986,2269,0,o2o3o4o5-2,illumina_minimap2: nwrb,0.929536485853789,0.9040197980068223,0.8883352284128152,0.8524847836265133,0.7639957193498763,0.6683833857267072,0.07588121195906629,0.0
MN908947.3,1,29903,whole genome,29902,28297,27507,26771,25544,21378,17699,1128,0,o2o3o4o5-3,illumina_minimap2: nwrb,0.9463246605578223,0.9199050230753796,0.8952912848638886,0.8542572403183734,0.7149354558223531,0.5919002073439904,0.037723229215437096,0.0
MN908947.3,1,29903,whole genome,29902,28647,28112,27649,26440,20893,14562,1160,0,0adgio1-2,illumina_minimap2: nwrb,0.9580295632399171,0.9401377834258579,0.9246538693064009,0.8842217911845361,0.6987158049628788,0.4869908367333289,0.03879339174637148,0.0
MN908947.3,1,29903,whole genome,29902,28700,28630,28612,28003,25927,23216,2934,297,0aio1o2o3o4o5,illumina_minimap2: nwrb,0.9598020199317772,0.9574610393953582,0.9568590729717076,0.9364925423048626,0.8670657481104943,0.7764029161928968,0.09812052705504648,0.009932445990234767
MN908947.3,1,29903,whole genome,29902,28064,27005,26604,24921,17994,11225,715,0,0-4,illumina_minimap2: nwrb,0.9385325396294563,0.9031168483713464,0.8897063741555749,0.8334225135442446,0.6017657681760418,0.37539295030432746,0.02391144405056518,0.0
MN908947.3,1,29903,whole genome,29902,28043,27885,27457,25997,19805,12013,0,0,a-2,illumina_minimap2: nwrb,0.9378302454685306,0.932546317972042,0.9182328941207946,0.8694067286469133,0.6623302789111096,0.4017457026285867,0.0,0.0
MN908947.3,1,29903,whole genome,29902,27953,27330,26562,25226,19019,13485,1901,92,g-2,illumina_minimap2: nwrb,0.9348204133502775,0.9139856865761488,0.8883017858337235,0.8436225001672129,0.6360444117450338,0.4509731790515685,0.06357434285332085,0.0030767172764363587
MN908947.3,1,29903,whole genome,29902,27730,26608,25635,23100,13656,7053,610,0,i-2,illumina_minimap2: nwrb,0.9273627182128286,0.8898401444719417,0.857300515015718,0.7725235770182597,0.45669186007624907,0.23587051033375694,0.020399973245936728,0.0
MN908947.3,1,29903,whole genome,29902,26818,25868,25329,23798,17957,11443,1547,122,d-2,illumina_minimap2: nwrb,0.8968630860811986,0.865092635944084,0.847067085813658,0.795866497224266,0.6005283927496489,0.382683432546318,0.05173566985485921,0.004079994649187345
MN908947.3,1,29903,whole genome,29902,28443,28316,27907,27080,23148,17054,140,0,o1-2,illumina_minimap2: nwrb,0.9512072771052104,0.9469600695605646,0.9332820547120594,0.9056250418032239,0.7741288208146613,0.5703297438298441,0.004681961072837937,0.0
MN908947.3,1,29903,whole genome,29902,26904,25997,25236,24299,21169,17188,523,0,o2-3,illumina_minimap2: nwrb,0.8997391478830847,0.8694067286469133,0.8439569259581299,0.8126212293492074,0.7079459567921879,0.5748110494281319,0.017490468864958867,0.0
MN908947.3,1,29903,whole genome,29902,26831,25769,24648,23693,19479,13813,366,0,o3-4,illumina_minimap2: nwrb,0.8972978396093907,0.8617818206140058,0.8242926894522106,0.7923550264196375,0.6514279981272155,0.4619423449936459,0.012239983947562035,0.0
MN908947.3,1,29903,whole genome,29902,29782,29738,29144,26880,23101,17447,140,0,0adgio1o2o3o4o5,illumina_minimap2: pwrb,0.995986890508996,0.9945154170289613,0.9746505250484917,0.8989365259848839,0.7725570195973513,0.5834726774128821,0.004681961072837937,0.0
MN908947.3,1,29903,whole genome,29902,28648,28563,28096,27717,23663,18868,2250,105,0adgio1,illumina_minimap2: pwrb,0.9580630058190087,0.9552203865962143,0.9396027021603907,0.9269279646846365,0.7913517490468865,0.6309945823021872,0.07524580295632399,0.003511470804628453
MN908947.3,1,29903,whole genome,29902,28289,27932,27416,26864,24417,22319,2961,0,o2o3o4o5,illumina_minimap2: pwrb,0.9460571199250887,0.9341181191893518,0.9168617483780349,0.8984014447194167,0.816567453682028,0.7464049227476423,0.09902347669052237,0.0
MN908947.3,1,29903,whole genome,29902,28346,28315,28303,27785,25006,22979,4603,12,0agio1o2,illumina_minimap2: pwrb,0.9479633469333155,0.9469266269814728,0.9465253160323724,0.9292020600628721,0.836265132767039,0.7684770249481641,0.15393619155909305,0.0004013109491003946
MN908947.3,1,29903,whole genome,29902,28717,28616,28603,27226,23389,18112,265,0,0o5o3o4,illumina_minimap2: pwrb,0.960370543776336,0.9569928432880743,0.9565580897598823,0.910507658350612,0.7821884823757608,0.6057119925088623,0.008862283459300381,0.0
MN908947.3,1,29903,whole genome,29902,28646,28622,28487,27305,24261,21366,3010,11,adgio1o2o3,illumina_minimap2: pwrb,0.9579961206608254,0.9571934987626246,0.9526787505852451,0.9131496220988563,0.8113504113437229,0.7145341448732526,0.10066216306601565,0.00036786837000869505
MN908947.3,1,29903,whole genome,29902,28342,28311,28300,28140,26290,23911,4950,418,agio3o4o5,illumina_minimap2: pwrb,0.9478295766169487,0.946792856665106,0.9464249882950974,0.9410741756404254,0.8792054043207812,0.799645508661628,0.16554076650391278,0.013978998060330412
MN908947.3,1,29903,whole genome,29902,28130,27873,27469,26658,25040,22639,1367,0,o1o2o3o4o5,illumina_minimap2: pwrb,0.9407397498495084,0.9321450070229416,0.918634205069895,0.8915122734265266,0.8374021804561568,0.7571065480569862,0.04571600561835329,0.0
MN908947.3,1,29903,whole genome,29902,28342,28035,27524,25998,17095,7549,0,0,0,illumina_minimap2: pwrb,0.9478295766169487,0.937562704835797,0.9204735469199384,0.8694401712260049,0.5717008895726038,0.2524580295632399,0.0,0.0
MN908947.3,1,29903,whole genome,29902,27858,27347,27017,26406,24367,22034,480,0,o1o2,illumina_minimap2: pwrb,0.9316433683365661,0.9145542104207076,0.9035181593204468,0.8830847434954183,0.814895324727443,0.7368737877065079,0.016052437964015787,0.0
MN908947.3,1,29903,whole genome,29902,27753,27089,26743,26055,23677,18526,11,0,o3,illumina_minimap2: pwrb,0.9281318975319377,0.9059260250150492,0.8943548926493211,0.8713463982342319,0.7918199451541703,0.6195572202528259,0.00036786837000869505,0.0
MN908947.3,1,29903,whole genome,29902,27138,26947,26438,25246,22954,19018,865,0,o5,illumina_minimap2: pwrb,0.9075647113905424,0.9011771787840278,0.8841549060263527,0.8442913517490469,0.7676409604708715,0.6360109691659421,0.02892783091432011,0.0
MN908947.3,1,29903,whole genome,29902,28479,27158,26425,25620,23972,20693,615,0,o4,illumina_minimap2: pwrb,0.9524112099525115,0.9082335629723765,0.8837201524981606,0.8567988763293425,0.8016855059862217,0.6920272891445388,0.020567186141395223,0.0
MN908947.3,1,29903,whole genome,29902,29197,29081,28740,27468,23983,19298,665,0,0-2,illumina_minimap2: pwrb,0.9764229817403518,0.9725436425657147,0.9611397230954452,0.9186007624908032,0.8020533743562304,0.645374891311618,0.022239315095980202,0.0
MN908947.3,1,29903,whole genome,29902,28050,28017,27933,27118,23261,17597,56,0,a,illumina_minimap2: pwrb,0.9380643435221724,0.9369607384121463,0.9341515617684436,0.9068958598087085,0.7779078322520233,0.588489064276637,0.0018727844291351748,0.0
MN908947.3,1,29903,whole genome,29902,28048,28015,28003,27259,25321,21370,1017,0,g,illumina_minimap2: pwrb,0.9379974583639891,0.9368938532539629,0.9364925423048626,0.911611263460638,0.8467995451809244,0.7146679151896195,0.03401110293625845,0.0
MN908947.3,1,29903,whole genome,29902,27786,27746,27679,26867,24412,19339,237,0,i,illumina_minimap2: pwrb,0.9292355026419638,0.9278977994782958,0.9256571466791519,0.8985017724566918,0.8164002407865695,0.6467460370543776,0.007925891244732794,0.0
MN908947.3,1,29903,whole genome,29902,28356,28296,28063,27275,24810,19606,246,0,d,illumina_minimap2: pwrb,0.9482977727242325,0.9462912179787305,0.9384990970503645,0.9121463447261052,0.8297103872650659,0.6556752056718614,0.00822687445655809,0.0
MN908947.3,1,29903,whole genome,29902,28500,28208,27497,26096,20288,14283,206,0,0-3,illumina_minimap2: pwrb,0.9531135041134372,0.9433482710186609,0.9195705972844626,0.8727175439769915,0.6784830446124005,0.4776603571667447,0.0068891712928901075,0.0
MN908947.3,1,29903,whole genome,29902,27927,27220,26943,25720,23104,16842,0,0,o3-2,illumina_minimap2: pwrb,0.9339509062938934,0.9103070028760618,0.9010434084676611,0.8601431342385125,0.7726573473346264,0.5632399170624038,0.0,0.0
MN908947.3,1,29903,whole genome,29902,26519,25936,25151,24142,19986,13013,109,0,o5-2,illumina_minimap2: pwrb,0.8868637549327805,0.8673667313223196,0.8411143067353354,0.8073707444318106,0.6683833857267072,0.4351882817202863,0.003645241120995251,0.0
MN908947.3,1,29903,whole genome,29902,27387,26674,26261,25027,22940,19240,1325,0,o5-3,illumina_minimap2: pwrb,0.9158919135843756,0.8920473546919938,0.8782355695271219,0.8369674269279647,0.7671727643635877,0.6434352217242993,0.044311417296501905,0.0
MN908947.3,1,29903,whole genome,29902,27731,26623,26002,25114,21619,14594,0,0,o4-2,illumina_minimap2: pwrb,0.9273961607919202,0.8903417831583171,0.8695739415423718,0.8398769313089426,0.7229951173834526,0.4880609992642633,0.0,0.0
MN908947.3,1,29903,whole genome,29902,27706,26721,25655,24030,19769,14157,0,0,o4-3,illumina_minimap2: pwrb,0.9265600963146278,0.8936191559093037,0.857969366597552,0.8036251755735402,0.6611263460638085,0.47344659220119056,0.0,0.0
MN908947.3,1,29903,whole genome,29902,28215,27201,26814,26371,24350,20656,0,0,o2-2,illumina_minimap2: pwrb,0.9435823690723029,0.9096715938733195,0.8967293157648318,0.8819142532272088,0.8143268008828841,0.6907899137181459,0.0,0.0
