#chrom,start,end,region,0X,1X,10X,30X,100X,500X,1000X,5000X,10000X,mixture,batch,1X_ratio,10X_ratio,30X_ratio,100X_ratio,500X_ratio,1000X_ratio,5000X_ratio,10000X_ratio
MN908947.3,21563,25384,S,3821,3066,2728,2441,2146,1597,1391,587,280,o1-2,illumina_ss: pwrb,0.8024077466631772,0.7139492279507982,0.6388380005234232,0.5616330803454593,0.41795341533629937,0.3640408270086365,0.15362470557445695,0.07327924627060979
MN908947.3,21563,25384,S,3821,3583,3573,3080,2606,2360,2085,707,541,o2-3,illumina_ss: pwrb,0.9377126406699817,0.9350955247317456,0.8060717089767077,0.6820204135043182,0.6176393614237111,0.5456686731222193,0.18503009683328972,0.14158597225857106
MN908947.3,21563,25384,S,3821,3821,3821,3821,3518,3009,2562,1133,545,o3-4,illumina_ss: pwrb,1.0,1.0,1.0,0.9207013870714472,0.7874901858152317,0.6705051033760796,0.296519235802146,0.14263281863386548
MN908947.3,21563,25384,S,3821,48,44,44,33,0,0,0,0,0adgio1o2o3o4o5,illumina_minimap2: wb,0.012562156503533107,0.011515310128238681,0.011515310128238681,0.008636482596179012,0.0,0.0,0.0,0.0
MN908947.3,21563,25384,S,3821,2965,2941,2935,2932,2899,2751,1274,610,0adgio1,illumina_minimap2: wb,0.775974875686993,0.7696937974352264,0.7681235278722848,0.767338393090814,0.7587019104946349,0.7199685946087412,0.33342057053127455,0.1596440722323999
MN908947.3,21563,25384,S,3821,702,698,694,680,430,0,0,0,o2o3o4o5,illumina_minimap2: wb,0.1837215388641717,0.18267469248887724,0.18162784611358282,0.17796388380005235,0.11253598534415074,0.0,0.0,0.0
MN908947.3,21563,25384,S,3821,1396,1201,1193,1151,988,794,705,594,0agio1o2,illumina_minimap2: wb,0.3653493849777545,0.31431562418215125,0.3122219314315624,0.30123004449097096,0.2585710546977231,0.20779900549594346,0.1845066736456425,0.1554566867312222
MN908947.3,21563,25384,S,3821,1170,1157,1153,1148,1139,1132,1023,709,0o5o3o4,illumina_minimap2: wb,0.30620256477361946,0.3028003140539126,0.30175346767861816,0.3004449097095001,0.29808950536508766,0.2962575242083224,0.2677309604815493,0.18555352002093692
MN908947.3,21563,25384,S,3821,3601,3597,3593,3591,3586,3365,2476,1389,adgio1o2o3,illumina_minimap2: wb,0.9424234493588066,0.9413766029835122,0.9403297566082177,0.9398063334205705,0.9384977754514525,0.8806595132164355,0.6479979063072494,0.3635174038209893
MN908947.3,21563,25384,S,3821,3602,3594,3591,3591,3483,3407,1928,596,agio3o4o5,illumina_minimap2: wb,0.9426851609526302,0.9405914682020413,0.9398063334205705,0.9398063334205705,0.911541481287621,0.8916514001570269,0.5045799528919132,0.1559801099188694
MN908947.3,21563,25384,S,3821,3601,3596,3443,3438,3167,2987,1961,459,o1o2o3o4o5,illumina_minimap2: wb,0.9424234493588066,0.9411148913896885,0.9010730175346768,0.8997644595655587,0.8288406176393615,0.7817325307511123,0.5132164354880921,0.12012562156503533
MN908947.3,21563,25384,S,3821,1509,1491,1483,1460,1325,1110,0,0,0,illumina_minimap2: wb,0.39492279507982203,0.39021198639099713,0.3881182936404083,0.38209892698246534,0.34676786181627844,0.2904998691442031,0.0,0.0
MN908947.3,21563,25384,S,3821,3054,3022,2999,2864,2173,1864,407,8,o1o2,illumina_minimap2: wb,0.7992672075372939,0.7908924365349385,0.7848730698769956,0.7495420047108087,0.5686992933786966,0.4878304108872023,0.10651661868620779,0.002093692750588851
MN908947.3,21563,25384,S,3821,1038,1030,1028,1027,1018,989,375,268,o3,illumina_minimap2: wb,0.2716566343889034,0.26956294163831457,0.26903951845066737,0.26877780685684377,0.2664224025124313,0.2588327662915467,0.0981418476838524,0.07013870714472652
MN908947.3,21563,25384,S,3821,3603,3595,3592,3512,3169,2945,2008,539,o5,illumina_minimap2: wb,0.9429468725464538,0.9408531797958649,0.9400680450143941,0.9191311175085056,0.8293640408270087,0.7707406438105208,0.5255168803978016,0.14106254907092383
MN908947.3,21563,25384,S,3821,1175,1159,1139,1091,759,756,630,422,o4,illumina_minimap2: wb,0.3075111227427375,0.3033237372415598,0.29808950536508766,0.28552734886155456,0.19863909971211724,0.19785396493064641,0.16487830410887203,0.11044229259356189
MN908947.3,21563,25384,S,3821,3601,3596,3593,3591,3486,3420,2436,498,0-2,illumina_minimap2: wb,0.9424234493588066,0.9411148913896885,0.9403297566082177,0.9398063334205705,0.9123266160690918,0.8950536508767338,0.6375294425543051,0.130332373724156
MN908947.3,21563,25384,S,3821,3313,3091,3083,3071,2536,2117,495,0,a,illumina_minimap2: wb,0.8670505103376079,0.8089505365087674,0.8068568437581785,0.8037163046322953,0.6637006019366658,0.5540434441245747,0.12954723894268516,0.0
MN908947.3,21563,25384,S,3821,1603,1568,1423,1420,1407,1368,588,39,g,illumina_minimap2: wb,0.419523684899241,0.41036377911541483,0.3724155980109919,0.3716304632295211,0.3682282125098142,0.35802146035069354,0.15388641716828055,0.010206752159120648
MN908947.3,21563,25384,S,3821,1144,1082,1067,995,732,666,0,0,i,illumina_minimap2: wb,0.2993980633342057,0.2831719445171421,0.279246270609788,0.2604030358544884,0.19157288667887987,0.17429992148652185,0.0,0.0
MN908947.3,21563,25384,S,3821,789,774,771,760,697,553,0,0,d,illumina_minimap2: wb,0.20649044752682544,0.20256477361947134,0.2017796388380005,0.19890081130594087,0.18241298089505364,0.14472651138445433,0.0,0.0
MN908947.3,21563,25384,S,3821,0,0,0,0,0,0,0,0,0-3,illumina_minimap2: wb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN908947.3,21563,25384,S,3821,3603,3451,3442,3417,3146,2956,1880,403,o3-2,illumina_minimap2: wb,0.9429468725464538,0.9031667102852656,0.9008113059408532,0.894268516095263,0.8233446741690656,0.7736194713425805,0.49201779638838,0.10546977231091337
MN908947.3,21563,25384,S,3821,1015,690,689,686,618,398,276,24,o5-2,illumina_minimap2: wb,0.26563726773096047,0.1805809997382884,0.1803192881444648,0.17953415336299397,0.16173776498298875,0.10416121434179534,0.07223239989531537,0.006281078251766554
MN908947.3,21563,25384,S,3821,819,808,807,806,758,756,725,662,o5-3,illumina_minimap2: wb,0.21434179534153364,0.21146296780947396,0.21120125621565036,0.21093954462182674,0.19837738811829364,0.19785396493064641,0.18974090552211462,0.17325307511122742
MN908947.3,21563,25384,S,3821,3614,3609,3608,3414,3176,2980,1962,545,o4-2,illumina_minimap2: wb,0.9458257000785135,0.9445171421093954,0.9442554305155718,0.8934833813137922,0.8311960219837738,0.7799005495943471,0.5134781470819157,0.14263281863386548
MN908947.3,21563,25384,S,3821,3608,3594,3591,3283,3006,2734,1269,140,o4-3,illumina_minimap2: wb,0.9442554305155718,0.9405914682020413,0.9398063334205705,0.8591991625228997,0.7867050510337608,0.7155194975137399,0.3321120125621565,0.036639623135304895
MN908947.3,21563,25384,S,3821,2906,2890,2875,2826,2284,2018,274,0,o2-2,illumina_minimap2: wb,0.7605338916514002,0.7563465061502225,0.7524208322428684,0.7395969641455117,0.597749280293117,0.5281339963360376,0.07170897670766815,0.0
MN908947.3,21563,25384,S,3821,3609,3607,3524,3438,3192,3167,2603,1710,o2o3o4o5-2,illumina_minimap2: wb,0.9445171421093954,0.9439937189217482,0.9222716566343889,0.8997644595655587,0.8353834074849515,0.8288406176393615,0.6812352787228474,0.4475268254383669
MN908947.3,21563,25384,S,3821,1189,1172,1168,1161,1092,976,0,0,o2o3o4o5-3,illumina_minimap2: wb,0.311175085056268,0.3067259879612667,0.30567914158597226,0.303847160429207,0.28578906045537816,0.2554305155718398,0.0,0.0
MN908947.3,21563,25384,S,3821,1201,1187,1172,1112,775,743,324,254,0adgio1-2,illumina_minimap2: wb,0.31431562418215125,0.31065166186862075,0.3067259879612667,0.2910232923318503,0.20282648521329494,0.19445171421093954,0.08479455639884848,0.06647474483119602
MN908947.3,21563,25384,S,3821,3602,3597,3593,3591,3560,3366,2228,738,0aio1o2o3o4o5,illumina_minimap2: wb,0.9426851609526302,0.9413766029835122,0.9403297566082177,0.9398063334205705,0.9316932740120387,0.8809212248102591,0.583093431038995,0.19314315624182152
MN908947.3,21563,25384,S,3821,1502,1492,1488,1471,1346,1045,0,0,0-4,illumina_minimap2: wb,0.3930908139230568,0.39047369798482073,0.3894268516095263,0.384977754514525,0.3522638052865742,0.27348861554566867,0.0,0.0
MN908947.3,21563,25384,S,3821,3646,3640,3639,3595,3431,3317,587,0,a-2,illumina_minimap2: wb,0.9542004710808689,0.9526302015179272,0.9523684899241036,0.9408531797958649,0.8979324784087935,0.8680973567129023,0.15362470557445695,0.0
MN908947.3,21563,25384,S,3821,450,440,435,431,403,364,201,0,g-2,illumina_minimap2: wb,0.11777021722062288,0.11515310128238682,0.11384454331326878,0.11279769693797435,0.10546977231091337,0.09526302015179272,0.052604030358544884,0.0
MN908947.3,21563,25384,S,3821,731,716,708,649,327,319,220,0,i-2,illumina_minimap2: wb,0.19131117508505627,0.18738550117770217,0.18529180842711332,0.16985082439152055,0.08557969118031929,0.08348599842973044,0.05757655064119341,0.0
MN908947.3,21563,25384,S,3821,3605,3594,3593,3591,3437,3391,1440,170,d-2,illumina_minimap2: wb,0.943470295734101,0.9405914682020413,0.9403297566082177,0.9398063334205705,0.8995027479717351,0.8874640146558492,0.3768646951059932,0.04449097095001309
MN908947.3,21563,25384,S,3821,580,326,325,325,324,319,217,0,o1-2,illumina_minimap2: wb,0.1517927244176917,0.08531797958649569,0.08505626799267207,0.08505626799267207,0.08479455639884848,0.08348599842973044,0.05679141585972258,0.0
MN908947.3,21563,25384,S,3821,1057,1047,1038,991,639,600,359,282,o2-3,illumina_minimap2: wb,0.27662915467155197,0.27401203873331587,0.2716566343889034,0.2593561894791939,0.16723370845328447,0.15702695629416383,0.0939544621826747,0.073802669458257
MN908947.3,21563,25384,S,3821,3336,3180,3170,3086,2714,2629,1349,350,o3-4,illumina_minimap2: wb,0.8730698769955509,0.8322428683590684,0.8296257524208323,0.8076419785396493,0.7102852656372677,0.6880397801622612,0.353048940068045,0.09159905783826224
MN908947.3,21563,25384,S,3821,3593,3590,3572,2899,1626,244,0,0,0adgio1o2o3o4o5,illumina_minimap2: nwrb,0.9403297566082177,0.9395446218267469,0.934833813137922,0.7587019104946349,0.42554305155718397,0.06385762889295996,0.0,0.0
MN908947.3,21563,25384,S,3821,3597,3591,3507,3281,2275,1248,0,0,0adgio1,illumina_minimap2: nwrb,0.9413766029835122,0.9398063334205705,0.9178225595393876,0.8586757393352525,0.5953938759487045,0.32661606909186075,0.0,0.0
MN908947.3,21563,25384,S,3821,3452,3154,2919,2432,1873,750,0,0,o2o3o4o5,illumina_minimap2: nwrb,0.9034284218790892,0.8254383669196546,0.7639361423711071,0.6364825961790107,0.49018581523161475,0.1962836953677048,0.0,0.0
MN908947.3,21563,25384,S,3821,3597,3592,3590,3160,2438,1398,0,0,0agio1o2,illumina_minimap2: nwrb,0.9413766029835122,0.9400680450143941,0.9395446218267469,0.8270086364825961,0.6380528657419524,0.36587280816540174,0.0,0.0
MN908947.3,21563,25384,S,3821,3592,3591,3589,3135,2028,821,0,0,0o5o3o4,illumina_minimap2: nwrb,0.9400680450143941,0.9398063334205705,0.9392829102329233,0.8204658466370061,0.5307511122742737,0.21486521852918083,0.0,0.0
MN908947.3,21563,25384,S,3821,3598,3591,3591,3348,2496,1879,0,0,adgio1o2o3,illumina_minimap2: nwrb,0.9416383145773358,0.9398063334205705,0.9398063334205705,0.8762104161214341,0.6532321381837215,0.4917560847945564,0.0,0.0
MN908947.3,21563,25384,S,3821,3601,3592,3591,3587,3170,2443,85,0,agio3o4o5,illumina_minimap2: nwrb,0.9424234493588066,0.9400680450143941,0.9398063334205705,0.9387594870452761,0.8296257524208323,0.6393614237110704,0.022245485475006543,0.0
MN908947.3,21563,25384,S,3821,3576,3208,3195,3167,2667,1822,0,0,o1o2o3o4o5,illumina_minimap2: nwrb,0.9358806595132164,0.8395707929861292,0.8361685422664225,0.8288406176393615,0.6979848207275582,0.47683852394661086,0.0,0.0
MN908947.3,21563,25384,S,3821,3602,3591,3590,3441,2814,1922,0,0,0,illumina_minimap2: nwrb,0.9426851609526302,0.9398063334205705,0.9395446218267469,0.9005495943470295,0.7364564250196284,0.5030096833289714,0.0,0.0
MN908947.3,21563,25384,S,3821,3298,3200,3175,3010,1715,711,0,0,o1o2,illumina_minimap2: nwrb,0.8631248364302538,0.8374771002355405,0.8309343103899502,0.7877518974090553,0.44883538340748497,0.18607694320858414,0.0,0.0
MN908947.3,21563,25384,S,3821,3210,2899,2770,2318,1648,717,0,0,o3,illumina_minimap2: nwrb,0.8400942161737766,0.7587019104946349,0.7249411148913897,0.6066474744831196,0.4313007066213033,0.18764721277152577,0.0,0.0
MN908947.3,21563,25384,S,3821,3521,3188,3120,2769,2176,1681,0,0,o5,illumina_minimap2: nwrb,0.9214865218529181,0.8343365611096571,0.816540172729652,0.7246794032975661,0.5694844281601675,0.4399371892174823,0.0,0.0
MN908947.3,21563,25384,S,3821,3315,3195,2970,2616,2106,1287,0,0,o4,illumina_minimap2: nwrb,0.8675739335252551,0.8361685422664225,0.777283433656111,0.6846375294425543,0.551164616592515,0.3368228212509814,0.0,0.0
MN908947.3,21563,25384,S,3821,3597,3592,3591,3587,3216,2274,0,0,0-2,illumina_minimap2: nwrb,0.9413766029835122,0.9400680450143941,0.9398063334205705,0.9387594870452761,0.8416644857367181,0.5951321643548809,0.0,0.0
MN908947.3,21563,25384,S,3821,3597,3591,3590,3440,2683,1828,0,0,a,illumina_minimap2: nwrb,0.9413766029835122,0.9398063334205705,0.9395446218267469,0.9002878827532059,0.7021722062287359,0.47840879350955245,0.0,0.0
MN908947.3,21563,25384,S,3821,3601,3592,3590,3439,2766,1898,0,0,g,illumina_minimap2: nwrb,0.9424234493588066,0.9400680450143941,0.9395446218267469,0.9000261711593823,0.7238942685160953,0.4967286050772049,0.0,0.0
MN908947.3,21563,25384,S,3821,3594,3591,3559,3423,2490,1257,0,0,i,illumina_minimap2: nwrb,0.9405914682020413,0.9398063334205705,0.9314315624182151,0.8958387856582046,0.6516618686207799,0.32897147343627325,0.0,0.0
MN908947.3,21563,25384,S,3821,3597,3449,3441,3253,1487,243,0,0,d,illumina_minimap2: nwrb,0.9413766029835122,0.9026432870976184,0.9005495943470295,0.8513478147081915,0.3891651400157027,0.06359591729913636,0.0,0.0
MN908947.3,21563,25384,S,3821,3593,3591,3442,3323,1520,193,0,0,0-3,illumina_minimap2: nwrb,0.9403297566082177,0.9398063334205705,0.9008113059408532,0.869667626275844,0.39780162261188173,0.050510337607956035,0.0,0.0
MN908947.3,21563,25384,S,3821,3555,3203,3163,2934,2362,1624,0,0,o3-2,illumina_minimap2: nwrb,0.9303847160429207,0.8382622350170112,0.827793771264067,0.7678618162784612,0.6181627846113583,0.4250196283695368,0.0,0.0
MN908947.3,21563,25384,S,3821,3438,3129,2921,2673,1986,1199,0,0,o5-2,illumina_minimap2: nwrb,0.8997644595655587,0.8188955770740644,0.7644595655587543,0.6995550902904999,0.5197592253336822,0.31379220099450406,0.0,0.0
MN908947.3,21563,25384,S,3821,3297,3032,2814,2484,1413,289,0,0,o5-3,illumina_minimap2: nwrb,0.8628631248364302,0.7935095524731746,0.7364564250196284,0.6500915990578383,0.36979848207275584,0.07563465061502224,0.0,0.0
MN908947.3,21563,25384,S,3821,3601,3199,3111,2739,2402,1664,0,0,o4-2,illumina_minimap2: nwrb,0.9424234493588066,0.8372153886417169,0.8141847683852395,0.7168280554828579,0.6286312483643025,0.435488092122481,0.0,0.0
MN908947.3,21563,25384,S,3821,3515,3190,3132,2666,2170,1460,0,0,o4-3,illumina_minimap2: nwrb,0.9199162522899764,0.8348599842973043,0.8196807118555351,0.6977231091337346,0.5679141585972258,0.38209892698246534,0.0,0.0
MN908947.3,21563,25384,S,3821,3323,3192,2917,2750,2079,1296,0,0,o2-2,illumina_minimap2: nwrb,0.869667626275844,0.8353834074849515,0.7634127191834599,0.7197068830149176,0.5440984035592776,0.3391782255953939,0.0,0.0
MN908947.3,21563,25384,S,3821,3552,3170,3151,2848,2322,1743,0,0,o2o3o4o5-2,illumina_minimap2: nwrb,0.9295995812614499,0.8296257524208323,0.8246532321381838,0.745354619209631,0.607694320858414,0.4561633080345459,0.0,0.0
MN908947.3,21563,25384,S,3821,3557,3190,3128,2799,2181,1665,0,0,o2o3o4o5-3,illumina_minimap2: nwrb,0.9309081392305679,0.8348599842973043,0.8186338654802408,0.7325307511122743,0.5707929861292855,0.4357498037163046,0.0,0.0
MN908947.3,21563,25384,S,3821,3595,3591,3591,3439,2475,1516,0,0,0adgio1-2,illumina_minimap2: nwrb,0.9408531797958649,0.9398063334205705,0.9398063334205705,0.9000261711593823,0.6477361947134258,0.3967547762365873,0.0,0.0
MN908947.3,21563,25384,S,3821,3600,3592,3591,3587,3208,2678,45,0,0aio1o2o3o4o5,illumina_minimap2: nwrb,0.942161737764983,0.9400680450143941,0.9398063334205705,0.9387594870452761,0.8395707929861292,0.7008636482596179,0.011777021722062287,0.0
MN908947.3,21563,25384,S,3821,3597,3591,3572,3372,2166,1168,0,0,0-4,illumina_minimap2: nwrb,0.9413766029835122,0.9398063334205705,0.934833813137922,0.8824914943732007,0.5668673122219314,0.30567914158597226,0.0,0.0
MN908947.3,21563,25384,S,3821,3594,3591,3587,3341,1843,597,0,0,a-2,illumina_minimap2: nwrb,0.9405914682020413,0.9398063334205705,0.9387594870452761,0.8743784349646689,0.48233446741690655,0.156241821512693,0.0,0.0
MN908947.3,21563,25384,S,3821,3598,3591,3446,3239,2172,1238,0,0,g-2,illumina_minimap2: nwrb,0.9416383145773358,0.9398063334205705,0.9018581523161476,0.847683852394661,0.568437581784873,0.3239989531536247,0.0,0.0
MN908947.3,21563,25384,S,3821,3593,3591,3477,3062,1661,803,0,0,i-2,illumina_minimap2: nwrb,0.9403297566082177,0.9398063334205705,0.9099712117246794,0.8013609002878828,0.4347029573410102,0.21015440984035594,0.0,0.0
MN908947.3,21563,25384,S,3821,3264,3204,3178,2920,1976,642,0,0,d-2,illumina_minimap2: nwrb,0.8542266422402512,0.8385239466108348,0.831719445171421,0.7641978539649307,0.5171421093954462,0.1680188432347553,0.0,0.0
MN908947.3,21563,25384,S,3821,3598,3591,3590,3438,2664,1580,0,0,o1-2,illumina_minimap2: nwrb,0.9416383145773358,0.9398063334205705,0.9395446218267469,0.8997644595655587,0.6971996859460874,0.4135043182412981,0.0,0.0
MN908947.3,21563,25384,S,3821,3227,3161,3025,2742,2302,1587,0,0,o2-3,illumina_minimap2: nwrb,0.8445433132687779,0.8272703480764197,0.7916775713164094,0.7176131902643287,0.6024600889819419,0.4153362993980633,0.0,0.0
MN908947.3,21563,25384,S,3821,3163,2745,2489,2256,1381,712,0,0,o3-4,illumina_minimap2: nwrb,0.827793771264067,0.7183983250457995,0.6514001570269563,0.590421355666056,0.36142371107040044,0.18633865480240774,0.0,0.0
MN908947.3,21563,25384,S,3821,3821,3821,3746,3111,2587,1540,0,0,0adgio1o2o3o4o5,illumina_minimap2: pwrb,1.0,1.0,0.9803716304632295,0.8141847683852395,0.6770478932216697,0.40303585448835383,0.0,0.0
MN908947.3,21563,25384,S,3821,3599,3592,3591,3493,3014,2286,0,0,0adgio1,illumina_minimap2: pwrb,0.9419000261711594,0.9400680450143941,0.9398063334205705,0.9141585972258571,0.7887987437843497,0.5982727034807642,0.0,0.0
MN908947.3,21563,25384,S,3821,3548,3441,3188,3139,2534,2301,260,0,o2o3o4o5,illumina_minimap2: pwrb,0.9285527348861554,0.9005495943470295,0.8343365611096571,0.8215126930123005,0.6631771787490186,0.6021983773881183,0.06804501439413765,0.0
MN908947.3,21563,25384,S,3821,3601,3593,3591,3456,2911,2482,317,0,0agio1o2,illumina_minimap2: pwrb,0.9424234493588066,0.9403297566082177,0.9398063334205705,0.9044752682543836,0.7618424496205182,0.649568175870191,0.08296257524208323,0.0
MN908947.3,21563,25384,S,3821,3595,3591,3591,3285,2551,1648,0,0,0o5o3o4,illumina_minimap2: pwrb,0.9408531797958649,0.9398063334205705,0.9398063334205705,0.8597225857105469,0.6676262758440199,0.4313007066213033,0.0,0.0
MN908947.3,21563,25384,S,3821,3598,3592,3559,3396,2611,2037,181,0,adgio1o2o3,illumina_minimap2: pwrb,0.9416383145773358,0.9400680450143941,0.9314315624182151,0.8887725726249673,0.6833289714734363,0.5331065166186862,0.047369798482072754,0.0
MN908947.3,21563,25384,S,3821,3601,3593,3591,3555,3228,3078,302,0,agio3o4o5,illumina_minimap2: pwrb,0.9424234493588066,0.9403297566082177,0.9398063334205705,0.9303847160429207,0.8448050248626015,0.8055482857890605,0.07903690133472913,0.0
MN908947.3,21563,25384,S,3821,3600,3441,3305,3181,2845,2339,123,0,o1o2o3o4o5,illumina_minimap2: pwrb,0.942161737764983,0.9005495943470295,0.8649568175870191,0.832504579952892,0.7445694844281602,0.6121434179534153,0.032190526040303584,0.0
MN908947.3,21563,25384,S,3821,3594,3590,3441,3376,1885,369,0,0,0,illumina_minimap2: pwrb,0.9405914682020413,0.9395446218267469,0.9005495943470295,0.8835383407484951,0.49332635435749805,0.09657157812091076,0.0,0.0
MN908947.3,21563,25384,S,3821,3602,3440,3200,3175,2636,2039,0,0,o1o2,illumina_minimap2: pwrb,0.9426851609526302,0.9002878827532059,0.8374771002355405,0.8309343103899502,0.6898717613190264,0.5336299398063334,0.0,0.0
MN908947.3,21563,25384,S,3821,3602,3424,3177,2899,2442,1624,0,0,o3,illumina_minimap2: pwrb,0.9426851609526302,0.8961004972520282,0.8314577335775974,0.7587019104946349,0.6390997121172468,0.4250196283695368,0.0,0.0
MN908947.3,21563,25384,S,3821,3525,3424,3158,2894,2449,1658,0,0,o5,illumina_minimap2: pwrb,0.9225333682282125,0.8961004972520282,0.826485213294949,0.7573933525255169,0.640931693274012,0.43391782255953937,0.0,0.0
MN908947.3,21563,25384,S,3821,3468,3429,3157,2748,2520,1876,0,0,o4,illumina_minimap2: pwrb,0.9076158073802669,0.8974090552211463,0.8262235017011254,0.7191834598272704,0.6595132164354881,0.4909709500130856,0.0,0.0
MN908947.3,21563,25384,S,3821,3598,3592,3591,3440,3094,2264,0,0,0-2,illumina_minimap2: pwrb,0.9416383145773358,0.9400680450143941,0.9398063334205705,0.9002878827532059,0.8097356712902382,0.5925150484166448,0.0,0.0
MN908947.3,21563,25384,S,3821,3600,3591,3588,3435,2797,1680,0,0,a,illumina_minimap2: pwrb,0.942161737764983,0.9398063334205705,0.9390211986390997,0.8989793247840879,0.7320073279246271,0.4396754776236587,0.0,0.0
MN908947.3,21563,25384,S,3821,3600,3591,3591,3492,3185,2536,0,0,g,illumina_minimap2: pwrb,0.942161737764983,0.9398063334205705,0.9398063334205705,0.9138968856320335,0.8335514263281864,0.6637006019366658,0.0,0.0
MN908947.3,21563,25384,S,3821,3596,3591,3591,3441,3121,2243,0,0,i,illumina_minimap2: pwrb,0.9411148913896885,0.9398063334205705,0.9398063334205705,0.9005495943470295,0.8168018843234756,0.5870191049463491,0.0,0.0
MN908947.3,21563,25384,S,3821,3598,3591,3591,3440,3095,2091,0,0,d,illumina_minimap2: pwrb,0.9416383145773358,0.9398063334205705,0.9398063334205705,0.9002878827532059,0.8099973828840618,0.5472389426851609,0.0,0.0
MN908947.3,21563,25384,S,3821,3821,3821,3683,3524,2297,1460,0,0,0-3,illumina_minimap2: pwrb,1.0,1.0,0.9638838000523423,0.9222716566343889,0.6011515310128238,0.38209892698246534,0.0,0.0
MN908947.3,21563,25384,S,3821,3579,3432,3389,2654,2357,1526,0,0,o3-2,illumina_minimap2: pwrb,0.9366657942946872,0.8981941900026171,0.886940591468202,0.6945825700078514,0.6168542266422402,0.39937189217482333,0.0,0.0
MN908947.3,21563,25384,S,3821,3217,2884,2829,2632,1968,960,0,0,o5-2,illumina_minimap2: pwrb,0.8419261973305417,0.7547762365872808,0.7403820989269825,0.688824914943732,0.5150484166448573,0.2512431300706621,0.0,0.0
MN908947.3,21563,25384,S,3821,3437,3343,3030,2754,2430,1650,0,0,o5-3,illumina_minimap2: pwrb,0.8995027479717351,0.8749018581523161,0.7929861292855274,0.720753729390212,0.6359591729913635,0.4318241298089505,0.0,0.0
MN908947.3,21563,25384,S,3821,3602,3410,3038,2652,2032,1325,0,0,o4-2,illumina_minimap2: pwrb,0.9426851609526302,0.8924365349384977,0.7950798220361162,0.6940591468202041,0.5317979586495681,0.34676786181627844,0.0,0.0
MN908947.3,21563,25384,S,3821,3452,3093,2814,2642,1920,1217,0,0,o4-3,illumina_minimap2: pwrb,0.9034284218790892,0.8094739596964146,0.7364564250196284,0.6914420308819681,0.5024862601413242,0.31850300968332895,0.0,0.0
MN908947.3,21563,25384,S,3821,3599,3436,3195,3081,2464,1683,0,0,o2-2,illumina_minimap2: pwrb,0.9419000261711594,0.8992410363779115,0.8361685422664225,0.8063334205705313,0.6448573671813661,0.44046061240512957,0.0,0.0
MN908947.3,21563,25384,S,3821,3683,3622,3159,2936,2470,1795,4,0,o2o3o4o5-2,illumina_minimap2: pwrb,0.9638838000523423,0.9479193928291023,0.8267469248887725,0.7683852394661084,0.6464276367443078,0.46977231091337346,0.0010468463752944255,0.0
MN908947.3,21563,25384,S,3821,3599,3349,3176,2846,2496,2003,3,0,o2o3o4o5-3,illumina_minimap2: pwrb,0.9419000261711594,0.8764721277152577,0.8311960219837738,0.7448311960219838,0.6532321381837215,0.5242083224286835,0.0007851347814708192,0.0
MN908947.3,21563,25384,S,3821,3599,3591,3591,3340,2812,2269,0,0,0adgio1-2,illumina_minimap2: pwrb,0.9419000261711594,0.9398063334205705,0.9398063334205705,0.8741167233708453,0.7359330018319812,0.5938236063857629,0.0,0.0
MN908947.3,21563,25384,S,3821,3821,3686,3534,3289,2721,1751,0,0,0aio1o2o3o4o5,illumina_minimap2: pwrb,1.0,0.9646689348338131,0.9248887725726249,0.8607694320858414,0.712117246794033,0.45825700078513476,0.0,0.0
MN908947.3,21563,25384,S,3821,3597,3592,3590,3439,2532,1407,0,0,0-4,illumina_minimap2: pwrb,0.9413766029835122,0.9400680450143941,0.9395446218267469,0.9000261711593823,0.6626537555613714,0.3682282125098142,0.0,0.0
MN908947.3,21563,25384,S,3821,3604,3591,3591,3582,3113,2203,0,0,a-2,illumina_minimap2: pwrb,0.9432085841402774,0.9398063334205705,0.9398063334205705,0.9374509290761581,0.8147081915728867,0.5765506411934048,0.0,0.0
MN908947.3,21563,25384,S,3821,3594,3592,3590,3435,2220,1131,0,0,g-2,illumina_minimap2: pwrb,0.9405914682020413,0.9400680450143941,0.9395446218267469,0.8989793247840879,0.5809997382884062,0.2959958126144988,0.0,0.0
MN908947.3,21563,25384,S,3821,3600,3592,3448,3439,2615,1868,0,0,i-2,illumina_minimap2: pwrb,0.942161737764983,0.9400680450143941,0.9023815755037948,0.9000261711593823,0.6843758178487307,0.48887725726249676,0.0,0.0
MN908947.3,21563,25384,S,3821,3594,3591,3589,3438,2610,1341,0,0,d-2,illumina_minimap2: pwrb,0.9405914682020413,0.9398063334205705,0.9392829102329233,0.8997644595655587,0.6830672598796127,0.35095524731745614,0.0,0.0
MN908947.3,21563,25384,S,3821,3216,3201,3182,2910,2271,1095,0,0,o1-2,illumina_minimap2: pwrb,0.8416644857367181,0.837738811829364,0.8327662915467156,0.7615807380266946,0.5943470295734101,0.286574195236849,0.0,0.0
MN908947.3,21563,25384,S,3821,3346,2885,2834,2271,1797,1453,0,0,o2-3,illumina_minimap2: pwrb,0.8756869929337869,0.7550379481811044,0.7416906568961005,0.5943470295734101,0.47029573410102066,0.3802669458257001,0.0,0.0
