chrom,start,end,gene,mean_coverage,mixture,batch
MN908947.3,1,29903,whole genome,979.84,0-3,cg: wb
MN908947.3,1,29903,whole genome,1580.22,o3-2,cg: wb
MN908947.3,1,29903,whole genome,1439.72,o5-2,cg: wb
MN908947.3,1,29903,whole genome,1407.94,o5-3,cg: wb
MN908947.3,1,29903,whole genome,1204.69,o4-2,cg: wb
MN908947.3,1,29903,whole genome,2016.36,o4-3,cg: wb
MN908947.3,1,29903,whole genome,1443.1,o2-2,cg: wb
MN908947.3,1,29903,whole genome,1692.68,o2o3o4o5-2,cg: wb
MN908947.3,1,29903,whole genome,1452.88,o2o3o4o5-3,cg: wb
MN908947.3,1,29903,whole genome,1332.77,0adgio1-2,cg: wb
MN908947.3,1,29903,whole genome,1611.7,0aio1o2o3o4o5,cg: wb
MN908947.3,1,29903,whole genome,925.87,0-4,cg: wb
MN908947.3,1,29903,whole genome,1669.1,a-2,cg: wb
MN908947.3,1,29903,whole genome,877.3,g-2,cg: wb
MN908947.3,1,29903,whole genome,1376.49,i-2,cg: wb
MN908947.3,1,29903,whole genome,1626.0,d-2,cg: wb
MN908947.3,1,29903,whole genome,1281.61,o1-2,cg: wb
MN908947.3,1,29903,whole genome,1230.23,o2-3,cg: wb
MN908947.3,1,29903,whole genome,2050.46,o3-4,cg: wb
MN908947.3,1,29903,whole genome,775.7,0adgio1o2o3o4o5,cg: nwrb
MN908947.3,1,29903,whole genome,654.17,0adgio1,cg: nwrb
MN908947.3,1,29903,whole genome,424.73,o2o3o4o5,cg: nwrb
MN908947.3,1,29903,whole genome,788.71,0agio1o2,cg: nwrb
MN908947.3,1,29903,whole genome,689.31,0o5o3o4,cg: nwrb
MN908947.3,1,29903,whole genome,1038.21,adgio1o2o3,cg: nwrb
MN908947.3,1,29903,whole genome,1467.42,agio3o4o5,cg: nwrb
MN908947.3,1,29903,whole genome,1357.54,o1o2o3o4o5,cg: nwrb
MN908947.3,1,29903,whole genome,1156.01,0,cg: nwrb
MN908947.3,1,29903,whole genome,497.62,o1o2,cg: nwrb
MN908947.3,1,29903,whole genome,501.53,o3,cg: nwrb
MN908947.3,1,29903,whole genome,1125.86,o5,cg: nwrb
MN908947.3,1,29903,whole genome,507.61,o4,cg: nwrb
MN908947.3,1,29903,whole genome,940.53,0-2,cg: nwrb
MN908947.3,1,29903,whole genome,772.72,a,cg: nwrb
MN908947.3,1,29903,whole genome,636.83,g,cg: nwrb
MN908947.3,1,29903,whole genome,811.46,i,cg: nwrb
MN908947.3,1,29903,whole genome,429.45,d,cg: nwrb
MN908947.3,1,29903,whole genome,150.81,0-3,cg: nwrb
MN908947.3,1,29903,whole genome,1380.1,o3-2,cg: nwrb
MN908947.3,1,29903,whole genome,638.77,o5-2,cg: nwrb
MN908947.3,1,29903,whole genome,293.84,o5-3,cg: nwrb
MN908947.3,1,29903,whole genome,1439.8,o4-2,cg: nwrb
MN908947.3,1,29903,whole genome,849.64,o4-3,cg: nwrb
MN908947.3,1,29903,whole genome,794.24,o2-2,cg: nwrb
MN908947.3,1,29903,whole genome,1392.61,o2o3o4o5-2,cg: nwrb
MN908947.3,1,29903,whole genome,1023.52,o2o3o4o5-3,cg: nwrb
MN908947.3,1,29903,whole genome,835.62,0adgio1-2,cg: nwrb
MN908947.3,1,29903,whole genome,1205.67,0aio1o2o3o4o5,cg: nwrb
MN908947.3,1,29903,whole genome,381.49,0-4,cg: nwrb
MN908947.3,1,29903,whole genome,1320.1,a-2,cg: nwrb
MN908947.3,1,29903,whole genome,270.33,g-2,cg: nwrb
MN908947.3,1,29903,whole genome,751.42,i-2,cg: nwrb
MN908947.3,1,29903,whole genome,1425.2,d-2,cg: nwrb
MN908947.3,1,29903,whole genome,368.57,o1-2,cg: nwrb
MN908947.3,1,29903,whole genome,1251.83,o2-3,cg: nwrb
MN908947.3,1,29903,whole genome,1001.75,o3-4,cg: nwrb
MN908947.3,1,29903,whole genome,1177.04,0adgio1o2o3o4o5,cg: pwrb
MN908947.3,1,29903,whole genome,858.13,0adgio1,cg: pwrb
MN908947.3,1,29903,whole genome,1796.59,o2o3o4o5,cg: pwrb
MN908947.3,1,29903,whole genome,1292.79,0agio1o2,cg: pwrb
MN908947.3,1,29903,whole genome,1290.18,0o5o3o4,cg: pwrb
MN908947.3,1,29903,whole genome,2256.64,adgio1o2o3,cg: pwrb
MN908947.3,1,29903,whole genome,3043.82,agio3o4o5,cg: pwrb
MN908947.3,1,29903,whole genome,3158.79,o1o2o3o4o5,cg: pwrb
MN908947.3,1,29903,whole genome,1043.19,0,cg: pwrb
MN908947.3,1,29903,whole genome,250.47,o1o2,cg: pwrb
MN908947.3,1,29903,whole genome,2117.98,o3,cg: pwrb
MN908947.3,1,29903,whole genome,2158.46,o5,cg: pwrb
MN908947.3,1,29903,whole genome,1425.32,o4,cg: pwrb
MN908947.3,1,29903,whole genome,1830.03,0-2,cg: pwrb
MN908947.3,1,29903,whole genome,948.66,a,cg: pwrb
MN908947.3,1,29903,whole genome,710.7,g,cg: pwrb
MN908947.3,1,29903,whole genome,1288.76,i,cg: pwrb
MN908947.3,1,29903,whole genome,1156.11,d,cg: pwrb
MN908947.3,1,29903,whole genome,1186.93,0-3,cg: pwrb
MN908947.3,1,29903,whole genome,2007.02,o3-2,cg: pwrb
MN908947.3,1,29903,whole genome,939.49,o5-2,cg: pwrb
MN908947.3,1,29903,whole genome,971.88,o5-3,cg: pwrb
MN908947.3,1,29903,whole genome,2868.36,o4-2,cg: pwrb
MN908947.3,1,29903,whole genome,1971.8,o4-3,cg: pwrb
MN908947.3,1,29903,whole genome,2290.51,o2-2,cg: pwrb
MN908947.3,1,29903,whole genome,2273.9,o2o3o4o5-2,cg: pwrb
MN908947.3,1,29903,whole genome,1490.58,o2o3o4o5-3,cg: pwrb
MN908947.3,1,29903,whole genome,1297.43,0adgio1-2,cg: pwrb
MN908947.3,1,29903,whole genome,2677.6,0aio1o2o3o4o5,cg: pwrb
MN908947.3,1,29903,whole genome,703.27,0-4,cg: pwrb
MN908947.3,1,29903,whole genome,2586.09,a-2,cg: pwrb
MN908947.3,1,29903,whole genome,694.97,g-2,cg: pwrb
MN908947.3,1,29903,whole genome,1336.62,i-2,cg: pwrb
MN908947.3,1,29903,whole genome,2050.99,d-2,cg: pwrb
MN908947.3,1,29903,whole genome,1065.04,o1-2,cg: pwrb
MN908947.3,1,29903,whole genome,2082.79,o2-3,cg: pwrb
MN908947.3,1,29903,whole genome,2092.38,o3-4,cg: pwrb
MN908947.3,1,29903,whole genome,10277.24,0adgio1o2o3o4o5,ont: wb
MN908947.3,1,29903,whole genome,9727.73,0adgio1,ont: wb
MN908947.3,1,29903,whole genome,10067.49,o2o3o4o5,ont: wb
MN908947.3,1,29903,whole genome,10632.67,0agio1o2,ont: wb
MN908947.3,1,29903,whole genome,13735.9,0o5o3o4,ont: wb
MN908947.3,1,29903,whole genome,12326.8,adgio1o2o3,ont: wb
MN908947.3,1,29903,whole genome,11870.34,agio3o4o5,ont: wb
MN908947.3,1,29903,whole genome,11671.03,o1o2o3o4o5,ont: wb
MN908947.3,1,29903,whole genome,11615.22,0,ont: wb
MN908947.3,1,29903,whole genome,9276.81,o1o2,ont: wb
MN908947.3,1,29903,whole genome,9191.98,o3,ont: wb
MN908947.3,1,29903,whole genome,7808.61,o5,ont: wb
MN908947.3,1,29903,whole genome,10645.27,o4,ont: wb
MN908947.3,1,29903,whole genome,13721.49,0-2,ont: wb
MN908947.3,1,29903,whole genome,10153.17,a,ont: wb
MN908947.3,1,29903,whole genome,11978.82,g,ont: wb
MN908947.3,1,29903,whole genome,11237.66,i,ont: wb
MN908947.3,1,29903,whole genome,12327.93,d,ont: wb
MN908947.3,1,29903,whole genome,14190.08,0-3,ont: wb
MN908947.3,1,29903,whole genome,12355.99,o3-2,ont: wb
MN908947.3,1,29903,whole genome,11843.01,o5-2,ont: wb
MN908947.3,1,29903,whole genome,9430.22,o5-3,ont: wb
MN908947.3,1,29903,whole genome,9813.73,o4-2,ont: wb
MN908947.3,1,29903,whole genome,12314.62,o4-3,ont: wb
MN908947.3,1,29903,whole genome,15059.66,o2-2,ont: wb
MN908947.3,1,29903,whole genome,9419.9,o2o3o4o5-2,ont: wb
MN908947.3,1,29903,whole genome,12878.7,o2o3o4o5-3,ont: wb
MN908947.3,1,29903,whole genome,9336.51,0adgio1-2,ont: wb
MN908947.3,1,29903,whole genome,13191.68,0aio1o2o3o4o5,ont: wb
MN908947.3,1,29903,whole genome,11811.64,0-4,ont: wb
MN908947.3,1,29903,whole genome,8965.34,a-2,ont: wb
MN908947.3,1,29903,whole genome,10216.57,g-2,ont: wb
MN908947.3,1,29903,whole genome,12236.62,i-2,ont: wb
MN908947.3,1,29903,whole genome,10191.52,d-2,ont: wb
MN908947.3,1,29903,whole genome,10418.06,o1-2,ont: wb
MN908947.3,1,29903,whole genome,8738.89,o2-3,ont: wb
MN908947.3,1,29903,whole genome,10149.97,o3-4,ont: wb
MN908947.3,1,29903,whole genome,5354.6,0adgio1o2o3o4o5,ont: nwrb
MN908947.3,1,29903,whole genome,5273.08,0adgio1,ont: nwrb
MN908947.3,1,29903,whole genome,4892.13,o2o3o4o5,ont: nwrb
MN908947.3,1,29903,whole genome,6626.74,0agio1o2,ont: nwrb
MN908947.3,1,29903,whole genome,6881.52,0o5o3o4,ont: nwrb
MN908947.3,1,29903,whole genome,7294.09,adgio1o2o3,ont: nwrb
MN908947.3,1,29903,whole genome,5639.16,agio3o4o5,ont: nwrb
MN908947.3,1,29903,whole genome,6238.4,o1o2o3o4o5,ont: nwrb
MN908947.3,1,29903,whole genome,6050.46,0,ont: nwrb
MN908947.3,1,29903,whole genome,5776.92,o1o2,ont: nwrb
MN908947.3,1,29903,whole genome,5711.74,o3,ont: nwrb
MN908947.3,1,29903,whole genome,5351.36,o5,ont: nwrb
MN908947.3,1,29903,whole genome,6433.27,o4,ont: nwrb
MN908947.3,1,29903,whole genome,5854.82,0-2,ont: nwrb
MN908947.3,1,29903,whole genome,5491.56,a,ont: nwrb
MN908947.3,1,29903,whole genome,4716.78,g,ont: nwrb
MN908947.3,1,29903,whole genome,5870.64,i,ont: nwrb
MN908947.3,1,29903,whole genome,5773.16,d,ont: nwrb
MN908947.3,1,29903,whole genome,6495.93,0-3,ont: nwrb
MN908947.3,1,29903,whole genome,5998.41,o3-2,ont: nwrb
MN908947.3,1,29903,whole genome,5534.97,o5-2,ont: nwrb
MN908947.3,1,29903,whole genome,5745.91,o5-3,ont: nwrb
MN908947.3,1,29903,whole genome,6895.16,o4-2,ont: nwrb
MN908947.3,1,29903,whole genome,5910.31,o4-3,ont: nwrb
MN908947.3,1,29903,whole genome,6166.99,o2-2,ont: nwrb
MN908947.3,1,29903,whole genome,6462.61,o2o3o4o5-2,ont: nwrb
MN908947.3,1,29903,whole genome,6361.71,o2o3o4o5-3,ont: nwrb
MN908947.3,1,29903,whole genome,6184.5,0adgio1-2,ont: nwrb
MN908947.3,1,29903,whole genome,6190.19,0aio1o2o3o4o5,ont: nwrb
MN908947.3,1,29903,whole genome,5680.25,0-4,ont: nwrb
MN908947.3,1,29903,whole genome,6060.16,a-2,ont: nwrb
MN908947.3,1,29903,whole genome,5863.17,g-2,ont: nwrb
MN908947.3,1,29903,whole genome,6093.86,i-2,ont: nwrb
MN908947.3,1,29903,whole genome,6495.19,d-2,ont: nwrb
MN908947.3,1,29903,whole genome,6221.64,o1-2,ont: nwrb
MN908947.3,1,29903,whole genome,5728.21,o2-3,ont: nwrb
MN908947.3,1,29903,whole genome,5533.57,o3-4,ont: nwrb
MN908947.3,1,29903,whole genome,10648.02,0adgio1o2o3o4o5,ont: pwrb
MN908947.3,1,29903,whole genome,10191.6,0adgio1,ont: pwrb
MN908947.3,1,29903,whole genome,10551.58,o2o3o4o5,ont: pwrb
MN908947.3,1,29903,whole genome,12006.22,0agio1o2,ont: pwrb
MN908947.3,1,29903,whole genome,12108.87,0o5o3o4,ont: pwrb
MN908947.3,1,29903,whole genome,11086.54,adgio1o2o3,ont: pwrb
MN908947.3,1,29903,whole genome,10101.11,agio3o4o5,ont: pwrb
MN908947.3,1,29903,whole genome,12481.28,o1o2o3o4o5,ont: pwrb
MN908947.3,1,29903,whole genome,18864.76,0,ont: pwrb
MN908947.3,1,29903,whole genome,14201.93,o1o2,ont: pwrb
MN908947.3,1,29903,whole genome,14566.47,o3,ont: pwrb
MN908947.3,1,29903,whole genome,11181.44,o5,ont: pwrb
MN908947.3,1,29903,whole genome,11721.1,o4,ont: pwrb
MN908947.3,1,29903,whole genome,10205.48,0-2,ont: pwrb
MN908947.3,1,29903,whole genome,11700.78,a,ont: pwrb
MN908947.3,1,29903,whole genome,9595.35,g,ont: pwrb
MN908947.3,1,29903,whole genome,10877.57,i,ont: pwrb
MN908947.3,1,29903,whole genome,10900.51,d,ont: pwrb
MN908947.3,1,29903,whole genome,10569.0,0-3,ont: pwrb
MN908947.3,1,29903,whole genome,11027.26,o3-2,ont: pwrb
MN908947.3,1,29903,whole genome,11463.35,o5-2,ont: pwrb
MN908947.3,1,29903,whole genome,10079.29,o5-3,ont: pwrb
MN908947.3,1,29903,whole genome,10661.9,o4-2,ont: pwrb
MN908947.3,1,29903,whole genome,14168.61,o4-3,ont: pwrb
MN908947.3,1,29903,whole genome,12772.89,o2-2,ont: pwrb
MN908947.3,1,29903,whole genome,13335.45,o2o3o4o5-2,ont: pwrb
MN908947.3,1,29903,whole genome,10987.56,o2o3o4o5-3,ont: pwrb
MN908947.3,1,29903,whole genome,9591.18,0adgio1-2,ont: pwrb
MN908947.3,1,29903,whole genome,10863.25,0aio1o2o3o4o5,ont: pwrb
MN908947.3,1,29903,whole genome,12918.66,0-4,ont: pwrb
MN908947.3,1,29903,whole genome,11657.92,a-2,ont: pwrb
MN908947.3,1,29903,whole genome,12585.29,g-2,ont: pwrb
MN908947.3,1,29903,whole genome,15039.41,i-2,ont: pwrb
MN908947.3,1,29903,whole genome,13351.72,d-2,ont: pwrb
MN908947.3,1,29903,whole genome,11077.93,o1-2,ont: pwrb
MN908947.3,1,29903,whole genome,11277.3,o2-3,ont: pwrb
MN908947.3,1,29903,whole genome,9491.65,o3-4,ont: pwrb
